Year,State,District,People,AvgSyllabicCount
1974,Madhya Pradesh,Khandwa,13680,2.276
1974,Madhya Pradesh,Khargone,16926,2.131
1974,Madhya Pradesh,Mandla,11576,2.088
1974,Madhya Pradesh,Mandsaur,15159,2.296
1974,Madhya Pradesh,Morena,13297,2.385
1974,Madhya Pradesh,Narsinghpur,8875,2.001
1974,Madhya Pradesh,Neemuch,8606,2.312
1974,Madhya Pradesh,Panna,13000,2.219
1974,Madhya Pradesh,Raisen,11817,2.33
1974,Madhya Pradesh,Rajgarh,12531,2.233
1974,Madhya Pradesh,Ratlam,13072,2.193
1974,Madhya Pradesh,Rewa,25447,2.485
1974,Madhya Pradesh,Sagar,30515,2.312
1974,Madhya Pradesh,Satna,22640,1.993
1974,Madhya Pradesh,Sehore,10872,2.313
1974,Madhya Pradesh,Seoni,9371,2.347
1974,Madhya Pradesh,Shahdol,12541,2.187
1974,Madhya Pradesh,Shajapur,7199,2.405
1974,Madhya Pradesh,Sheopur,8431,2.358
1974,Madhya Pradesh,Shivpuri,15409,2.328
1974,Madhya Pradesh,Sidhi,16104,2.667
1974,Madhya Pradesh,Singrauli,11959,2.527
1974,Madhya Pradesh,Tikamgarh,14383,2.147
1974,Madhya Pradesh,Ujjain,17300,2.31
1974,Madhya Pradesh,Umaria,6998,2.137
1974,Madhya Pradesh,Vidisha,12204,2.171
1974,Manipur,Bishnupur,3260,2.547
1974,Manipur,Chandel,504,2.573
1974,Manipur,Churachandpur,3155,2.706
1974,Manipur,Imphal East,5516,2.644
1974,Manipur,Imphal West,7079,2.556
1974,Manipur,Kamjong,141,2.454
1974,Manipur,Kangpokpi,1858,2.472
1974,Manipur,Noney,126,3.024
1974,Manipur,Senapati,3602,2.291
1974,Manipur,Tamenglong,869,2.986
1974,Manipur,Tengnoupal,632,2.557
1974,Manipur,Thoubal,5601,2.57
1974,Manipur,Ukhrul,430,2.519
1974,Meghalaya,East Garo Hills,1187,2.352
1974,Meghalaya,East Jaintia Hills,801,1.988
1974,Meghalaya,East Khasi Hills,8001,2.438
1974,Meghalaya,North Garo Hills,1571,2.542
1974,Meghalaya,Ri Bhoi,2360,2.311
1974,Meghalaya,South Garo Hills,1426,2.409
1974,Meghalaya,South West Garo Hills,1329,2.571
1974,Meghalaya,South West Khasi Hills,1321,2.53
1974,Meghalaya,West Garo Hills,5182,2.433
1974,Meghalaya,West Jaintia Hills,2301,2.106
1974,Meghalaya,West Khasi Hills,3376,2.49
1974,Mizoram,Aizawl,3549,3.587
1974,Mizoram,Champhai,1090,3.672
1974,Mizoram,Kolasib,710,3.521
1974,Mizoram,Lawngtlai,829,2.896
1974,Mizoram,Lunglei,892,3.311
1974,Mizoram,Mamit,850,3.355
1974,Mizoram,Saiha,291,2.78
1974,Mizoram,Serchhip,491,3.642
1974,Nagaland,Dimapur,2537,2.727
1974,Nagaland,Kiphire,1067,2.73
1974,Nagaland,Kohima,2273,2.952
1974,Nagaland,Longleng,700,2.013
1974,Nagaland,Mokokchung,2346,3.607
1974,Nagaland,Mon,2144,1.959
1974,Nagaland,Peren,890,2.712
1974,Nagaland,Phek,1728,2.983
1974,Nagaland,Pughoboto,261,2.789
1974,Nagaland,Tuensang,1908,2.372
1974,Nagaland,Wokha,1593,2.826
1974,Nagaland,Zunheboto,1330,2.824
1974,Puducherry,Karaikal,3325,3.443
1974,Puducherry,Mahe,478,2.529
1974,Puducherry,Puducherry,16127,3.376
1974,Puducherry,Yanam,725,3.062
1974,Uttar Pradesh,Agra,53486,2.467
1974,Uttar Pradesh,Aligarh,42641,2.649
1974,Uttar Pradesh,Allahabad,78870,2.576
1974,Uttar Pradesh,Amethi,20929,2.71
1974,Uttar Pradesh,Auraiyya,18341,2.678
1974,Uttar Pradesh,Badaun,46137,2.586
1974,Uttar Pradesh,Bagpat,18051,2.447
1974,Uttar Pradesh,Banda,23909,2.573
1974,Uttar Pradesh,Barabanki,24922,2.383
1974,Uttar Pradesh,Bareilly,42597,2.45
1974,Uttar Pradesh,Bijnor,35407,2.423
1974,Uttar Pradesh,Bulandshahr,38233,2.44
1974,Uttar Pradesh,Chitrakoot,11069,2.784
1974,Uttar Pradesh,Etah,20972,2.674
1974,Uttar Pradesh,Etawah,20943,2.855
1974,Uttar Pradesh,Faizabad,860,2.512
1974,Uttar Pradesh,Farrukhabad,23667,2.666
1974,Uttar Pradesh,Fatehpur,29355,2.376
1974,Uttar Pradesh,Firozabad,28834,2.609
1974,Uttar Pradesh,Gautam Buddh Nagar,24305,2.267
1974,Uttar Pradesh,Ghaziabad,62930,2.245
1974,Uttar Pradesh,Hamirpur,14127,2.557
1974,Uttar Pradesh,Hardoi,44882,2.435
1974,Uttar Pradesh,Hathras,28292,2.79
1974,Uttar Pradesh,Jalaun,27785,2.5
1974,Uttar Pradesh,Jhansi,32541,2.482
1974,Uttar Pradesh,Kannauj,29581,2.584
1974,Uttar Pradesh,Kanpur Rural,24447,2.417
1974,Uttar Pradesh,Kanpur Urban,67115,2.276
1974,Uttar Pradesh,Kasganj,15440,2.738
1974,Uttar Pradesh,Kaushambi,23024,2.587
1974,Uttar Pradesh,Kheri,44401,2.358
1974,Uttar Pradesh,Lalitpur,13765,2.649
1974,Uttar Pradesh,Lucknow,53937,2.128
1974,Uttar Pradesh,Mahoba,14055,2.573
1974,Uttar Pradesh,Mainpuri,20594,2.698
1974,Uttar Pradesh,Mathura,28520,2.405
1974,Uttar Pradesh,Mau,36,2.341
1974,Uttar Pradesh,Meerut,42256,2.47
1974,Uttar Pradesh,Moradabad,36645,2.447
1974,Uttar Pradesh,Muzaffarnagar,34957,2.568
1974,Uttar Pradesh,Pilibhit,22581,2.618
1974,Uttar Pradesh,Pratapgarh,45227,2.673
1974,Uttar Pradesh,Rae Bareli,26292,2.37
1974,Uttar Pradesh,Rampur,24228,2.456
1974,Uttar Pradesh,Saharanpur,36118,2.603
1974,Uttar Pradesh,Sambhal,23861,2.451
1974,Uttar Pradesh,Shahjahanpur,35472,2.625
1974,Uttar Pradesh,Shamli,17378,2.616
1974,Uttar Pradesh,Sitapur,71884,2.52
1974,Uttar Pradesh,Sultanpur,38831,2.705
1974,Uttar Pradesh,Unnao,40883,2.298
1974,Uttarakhand,Bageshwar,2350,1.924
1974,Uttarakhand,Chamoli,108,2.146
1974,Uttarakhand,Dehradun,18414,2.025
1974,Uttarakhand,Haridwar,14578,2.254
1974,Uttarakhand,Nainital,8127,1.923
1974,Uttarakhand,Pauri Garhwal,8586,2.143
1974,Uttarakhand,Udham Singh Nagar,288,2.042
1974,Uttarakhand,Uttarkashi,2952,2.156
1975,Andaman And Nicobar Islands,Nicobar,305,2.318
1975,Andaman And Nicobar Islands,North And Middle Andaman,1241,2.487
1975,Andaman And Nicobar Islands,South Andaman,2345,2.405
1975,Andhra Pradesh,Anantapur,45085,3.406
1975,Andhra Pradesh,Chittoor,21712,3.115
1975,Andhra Pradesh,East Godavari,55776,3.614
1975,Andhra Pradesh,Guntur,46993,3.397
1975,Andhra Pradesh,Kadapa,32306,3.299
1975,Andhra Pradesh,Krishna,42304,3.337
1975,Andhra Pradesh,Kurnool,30748,3.173
1975,Andhra Pradesh,Nellore,36281,3.286
1975,Andhra Pradesh,Prakasam,27796,3.45
1975,Andhra Pradesh,Srikakulam,24738,3.348
1975,Andhra Pradesh,Visakhapatnam,64021,3.258
1975,Andhra Pradesh,Vizianagaram,35489,3.375
1975,Andhra Pradesh,West Godavari,37855,3.563
1975,Arunachal Pradesh,Anjaw,137,2.599
1975,Arunachal Pradesh,Changlang,865,2.153
1975,Arunachal Pradesh,Dibang Valley,31,2.097
1975,Arunachal Pradesh,East Kameng,708,1.904
1975,Arunachal Pradesh,East Siang,862,2.038
1975,Arunachal Pradesh,Kurung Kumey,601,1.89
1975,Arunachal Pradesh,Lohit,325,2.332
1975,Arunachal Pradesh,Longding,350,1.989
1975,Arunachal Pradesh,Lower Dibang Valley,389,2.234
1975,Arunachal Pradesh,Lower Subansiri,706,1.82
1975,Arunachal Pradesh,Namsai,675,2.409
1975,Arunachal Pradesh,Papum Pare,2637,2.007
1975,Arunachal Pradesh,Tawang,447,1.843
1975,Arunachal Pradesh,Tirap,493,2.047
1975,Arunachal Pradesh,Upper Siang,325,1.935
1975,Arunachal Pradesh,Upper Subansiri,556,1.89
1975,Arunachal Pradesh,West Kameng,738,1.93
1975,Arunachal Pradesh,West Siang,1356,1.923
1975,Chandigarh,Chandigarh,7076,2.083
1975,Dadra And Nagar Haveli,Dadra And Nagar Haveli,4591,2.289
1975,Daman And Diu,Daman,1717,2.324
1975,Daman And Diu,Diu,591,2.318
1975,Goa,North Goa,14641,2.466
1975,Goa,South Goa,17221,2.506
1975,Haryana,Ambala,13872,2.339
1975,Haryana,Bhiwani,29319,2.3
1975,Haryana,Faridabad,30729,2.145
1975,Haryana,Fatehabad,14643,2.247
1975,Haryana,Gurgaon,20090,2.182
1975,Haryana,Hisar,20482,2.142
1975,Haryana,Jhajjar,18449,2.206
1975,Haryana,Jind,19826,2.231
1975,Haryana,Kaithal,16358,2.382
1975,Haryana,Karnal,22519,2.197
1975,Haryana,Kurukshetra,14542,2.431
1975,Haryana,Mahendragarh,17053,2.196
1975,Haryana,Mewat,9455,2.446
1975,Haryana,Palwal,15527,2.27
1975,Haryana,Panchkula,7362,2.254
1975,Haryana,Panipat,16160,2.23
1975,Haryana,Rewari,15349,2.194
1975,Haryana,Rohtak,19042,2.231
1975,Haryana,Sirsa,19012,2.388
1975,Haryana,Sonipat,15610,2.239
1975,Haryana,Yamunanagar,9867,2.343
1975,Himachal Pradesh,Bilaspur,5078,2.025
1975,Himachal Pradesh,Chamba,5639,1.877
1975,Himachal Pradesh,Hamirpur,6990,2.073
1975,Himachal Pradesh,Kangra,20263,2.037
1975,Himachal Pradesh,Kinnaur,948,1.984
1975,Himachal Pradesh,Kullu,4990,1.814
1975,Himachal Pradesh,Lahaul And Spiti,380,2.032
1975,Himachal Pradesh,Mandi,9812,1.892
1975,Himachal Pradesh,Shimla,8045,1.954
1975,Himachal Pradesh,Sirmaur,4171,1.999
1975,Himachal Pradesh,Solan,5127,1.998
1975,Himachal Pradesh,Una,5332,2.126
1975,Madhya Pradesh,Agar Malwa,4282,2.211
1975,Madhya Pradesh,Alirajpur,3250,1.925
1975,Madhya Pradesh,Anuppur,10341,2.282
1975,Madhya Pradesh,Ashoknagar,12082,2.268
1975,Madhya Pradesh,Balaghat,21518,2.33
1975,Madhya Pradesh,Barwani,11675,2.005
1975,Madhya Pradesh,Betul,15004,2.192
1975,Madhya Pradesh,Bhind,20143,2.388
1975,Madhya Pradesh,Bhopal,29842,2.146
1975,Madhya Pradesh,Burhanpur,10330,2.21
1975,Madhya Pradesh,Chhatarpur,17135,2.14
1975,Madhya Pradesh,Chhindwara,22197,2.258
1975,Madhya Pradesh,Damoh,12886,2.351
1975,Madhya Pradesh,Datia,8965,2.188
1975,Madhya Pradesh,Dewas,17149,2.327
1975,Madhya Pradesh,Dhar,16903,2.123
1975,Madhya Pradesh,Dindori,3816,2.019
1975,Madhya Pradesh,Guna,16188,2.202
1975,Madhya Pradesh,Gwalior,25554,2.279
1975,Madhya Pradesh,Harda,5878,2.298
1975,Madhya Pradesh,Hoshangabad,12892,2.225
1975,Madhya Pradesh,Indore,40137,2.155
1975,Madhya Pradesh,Jabalpur,15639,1.976
1975,Madhya Pradesh,Jhabua,9391,1.874
1975,Madhya Pradesh,Katni,12594,1.957
1975,Madhya Pradesh,Khandwa,15607,2.277
1975,Madhya Pradesh,Khargone,18111,2.136
1975,Madhya Pradesh,Mandla,11190,1.959
1975,Madhya Pradesh,Mandsaur,14685,2.32
1975,Madhya Pradesh,Morena,15329,2.39
1975,Madhya Pradesh,Narsinghpur,16741,2.009
1975,Madhya Pradesh,Neemuch,6712,2.28
1975,Madhya Pradesh,Panna,9366,2.155
1975,Madhya Pradesh,Raisen,13407,2.294
1975,Madhya Pradesh,Rajgarh,15374,2.191
1975,Madhya Pradesh,Ratlam,15178,2.234
1975,Madhya Pradesh,Rewa,21701,2.406
1975,Madhya Pradesh,Sagar,22930,2.452
1975,Madhya Pradesh,Satna,15544,1.946
1975,Madhya Pradesh,Sehore,12225,2.35
1975,Madhya Pradesh,Seoni,9909,2.213
1975,Madhya Pradesh,Shahdol,14088,2.181
1975,Madhya Pradesh,Shajapur,4894,2.421
1975,Madhya Pradesh,Sheopur,4159,2.422
1975,Madhya Pradesh,Shivpuri,14534,2.336
1975,Madhya Pradesh,Sidhi,16488,2.575
1975,Madhya Pradesh,Singrauli,11172,2.732
1975,Madhya Pradesh,Tikamgarh,14116,2.275
1975,Madhya Pradesh,Ujjain,18528,2.364
1975,Madhya Pradesh,Umaria,6947,2.173
1975,Madhya Pradesh,Vidisha,14099,2.196
1975,Manipur,Bishnupur,3055,2.563
1975,Manipur,Chandel,448,2.502
1975,Manipur,Churachandpur,3255,2.707
1975,Manipur,Imphal East,5610,2.622
1975,Manipur,Imphal West,7081,2.578
1975,Manipur,Kamjong,122,2.426
1975,Manipur,Kangpokpi,1721,2.48
1975,Manipur,Noney,102,2.892
1975,Manipur,Senapati,3030,2.286
1975,Manipur,Tamenglong,925,2.995
1975,Manipur,Tengnoupal,530,2.481
1975,Manipur,Thoubal,5416,2.564
1975,Manipur,Ukhrul,471,2.495
1975,Meghalaya,East Garo Hills,1727,2.408
1975,Meghalaya,East Jaintia Hills,1858,1.919
1975,Meghalaya,East Khasi Hills,10410,2.444
1975,Meghalaya,North Garo Hills,2337,2.528
1975,Meghalaya,Ri Bhoi,2465,2.321
1975,Meghalaya,South Garo Hills,1377,2.447
1975,Meghalaya,South West Garo Hills,1346,2.533
1975,Meghalaya,South West Khasi Hills,860,2.54
1975,Meghalaya,West Garo Hills,4810,2.449
1975,Meghalaya,West Jaintia Hills,2404,2.139
1975,Meghalaya,West Khasi Hills,2425,2.506
1975,Mizoram,Aizawl,4065,3.568
1975,Mizoram,Champhai,1177,3.624
1975,Mizoram,Kolasib,623,3.467
1975,Mizoram,Lawngtlai,930,2.871
1975,Mizoram,Lunglei,1087,3.372
1975,Mizoram,Mamit,879,3.423
1975,Mizoram,Saiha,259,2.734
1975,Mizoram,Serchhip,595,3.612
1975,Nagaland,Dimapur,3455,2.72
1975,Nagaland,Kiphire,917,2.743
1975,Nagaland,Kohima,2707,2.902
1975,Nagaland,Longleng,799,2.034
1975,Nagaland,Mokokchung,2316,3.62
1975,Nagaland,Mon,2277,1.954
1975,Nagaland,Peren,999,2.662
1975,Nagaland,Phek,1946,2.959
1975,Nagaland,Pughoboto,230,2.8
1975,Nagaland,Tuensang,1869,2.415
1975,Nagaland,Wokha,1545,2.832
1975,Nagaland,Zunheboto,1392,2.823
1975,Puducherry,Karaikal,3295,3.423
1975,Puducherry,Mahe,592,2.551
1975,Puducherry,Puducherry,16813,3.345
1975,Puducherry,Yanam,776,3.048
1975,Uttar Pradesh,Agra,74283,2.503
1975,Uttar Pradesh,Aligarh,57638,2.642
1975,Uttar Pradesh,Allahabad,72942,2.612
1975,Uttar Pradesh,Amethi,18933,2.653
1975,Uttar Pradesh,Auraiyya,24381,2.582
1975,Uttar Pradesh,Badaun,41529,2.463
1975,Uttar Pradesh,Bagpat,23412,2.367
1975,Uttar Pradesh,Banda,20930,2.677
1975,Uttar Pradesh,Barabanki,45444,2.417
1975,Uttar Pradesh,Bareilly,79454,2.409
1975,Uttar Pradesh,Bijnor,69874,2.51
1975,Uttar Pradesh,Bulandshahr,72724,2.506
1975,Uttar Pradesh,Chitrakoot,16613,2.809
1975,Uttar Pradesh,Etah,33987,2.634
1975,Uttar Pradesh,Etawah,27818,2.925
1975,Uttar Pradesh,Faizabad,1613,2.625
1975,Uttar Pradesh,Farrukhabad,28309,2.672
1975,Uttar Pradesh,Fatehpur,46346,2.523
1975,Uttar Pradesh,Firozabad,45337,2.517
1975,Uttar Pradesh,Gautam Buddh Nagar,34093,2.339
1975,Uttar Pradesh,Ghaziabad,49767,2.233
1975,Uttar Pradesh,Hamirpur,17959,2.561
1975,Uttar Pradesh,Hardoi,71088,2.395
1975,Uttar Pradesh,Hathras,16363,2.702
1975,Uttar Pradesh,Jalaun,23007,2.375
1975,Uttar Pradesh,Jhansi,29823,2.501
1975,Uttar Pradesh,Kannauj,18234,2.553
1975,Uttar Pradesh,Kanpur Rural,26947,2.379
1975,Uttar Pradesh,Kanpur Urban,75375,2.197
1975,Uttar Pradesh,Kasganj,25626,2.66
1975,Uttar Pradesh,Kaushambi,20362,2.533
1975,Uttar Pradesh,Kheri,73454,2.338
1975,Uttar Pradesh,Lalitpur,19896,2.783
1975,Uttar Pradesh,Lucknow,86821,2.097
1975,Uttar Pradesh,Mahoba,12717,2.6
1975,Uttar Pradesh,Mainpuri,38636,2.698
1975,Uttar Pradesh,Mathura,39186,2.378
1975,Uttar Pradesh,Mau,72,2.904
1975,Uttar Pradesh,Meerut,65303,2.409
1975,Uttar Pradesh,Moradabad,42674,2.395
1975,Uttar Pradesh,Muzaffarnagar,45609,2.545
1975,Uttar Pradesh,Pilibhit,37444,2.629
1975,Uttar Pradesh,Pratapgarh,37134,2.643
1975,Uttar Pradesh,Rae Bareli,33901,2.305
1975,Uttar Pradesh,Rampur,37181,2.486
1975,Uttar Pradesh,Saharanpur,64277,2.587
1975,Uttar Pradesh,Sambhal,35765,2.416
1975,Uttar Pradesh,Shahjahanpur,53220,2.691
1975,Uttar Pradesh,Shamli,24064,2.495
1975,Uttar Pradesh,Sitapur,58381,2.541
1975,Uttar Pradesh,Sultanpur,36512,2.7
1975,Uttar Pradesh,Unnao,54770,2.289
1975,Uttarakhand,Bageshwar,2498,1.961
1975,Uttarakhand,Chamoli,98,2.174
1975,Uttarakhand,Dehradun,22384,2.038
1975,Uttarakhand,Haridwar,13893,2.275
1975,Uttarakhand,Nainital,3778,1.983
1975,Uttarakhand,Pauri Garhwal,10639,2.138
1975,Uttarakhand,Udham Singh Nagar,307,2.117
1975,Uttarakhand,Uttarkashi,3245,2.232
1976,Andaman And Nicobar Islands,Nicobar,422,2.31
1976,Andaman And Nicobar Islands,North And Middle Andaman,1624,2.436
1976,Andaman And Nicobar Islands,South Andaman,2893,2.436
1976,Andhra Pradesh,Anantapur,32517,3.377
1976,Andhra Pradesh,Chittoor,25495,3.14
1976,Andhra Pradesh,East Godavari,66993,3.6
1976,Andhra Pradesh,Guntur,45578,3.379
1976,Andhra Pradesh,Kadapa,31840,3.296
1976,Andhra Pradesh,Krishna,43149,3.326
1976,Andhra Pradesh,Kurnool,27815,3.133
1976,Andhra Pradesh,Nellore,32629,3.269
1976,Andhra Pradesh,Prakasam,26531,3.471
1976,Andhra Pradesh,Srikakulam,24971,3.38
1976,Andhra Pradesh,Visakhapatnam,55885,3.256
1976,Andhra Pradesh,Vizianagaram,20548,3.369
1976,Andhra Pradesh,West Godavari,33704,3.555
1976,Arunachal Pradesh,Anjaw,143,2.497
1976,Arunachal Pradesh,Changlang,1526,2.187
1976,Arunachal Pradesh,Dibang Valley,71,2.169
1976,Arunachal Pradesh,East Kameng,521,1.893
1976,Arunachal Pradesh,East Siang,952,2.059
1976,Arunachal Pradesh,Kurung Kumey,527,1.844
1976,Arunachal Pradesh,Lohit,354,2.322
1976,Arunachal Pradesh,Longding,476,1.992
1976,Arunachal Pradesh,Lower Dibang Valley,438,2.105
1976,Arunachal Pradesh,Lower Subansiri,667,1.84
1976,Arunachal Pradesh,Namsai,850,2.429
1976,Arunachal Pradesh,Papum Pare,1356,2.02
1976,Arunachal Pradesh,Tawang,503,1.889
1976,Arunachal Pradesh,Tirap,591,2.024
1976,Arunachal Pradesh,Upper Siang,329,1.988
1976,Arunachal Pradesh,Upper Subansiri,699,1.873
1976,Arunachal Pradesh,West Kameng,828,1.923
1976,Arunachal Pradesh,West Siang,1567,1.901
1976,Chandigarh,Chandigarh,7702,2.09
1976,Dadra And Nagar Haveli,Dadra And Nagar Haveli,5240,2.272
1976,Daman And Diu,Daman,1801,2.305
1976,Daman And Diu,Diu,666,2.36
1976,Goa,North Goa,11722,2.446
1976,Goa,South Goa,12284,2.49
1976,Haryana,Ambala,10702,2.362
1976,Haryana,Bhiwani,15399,2.264
1976,Haryana,Faridabad,30213,2.181
1976,Haryana,Fatehabad,9233,2.3
1976,Haryana,Gurgaon,19137,2.197
1976,Haryana,Hisar,12410,2.126
1976,Haryana,Jhajjar,13106,2.222
1976,Haryana,Jind,13607,2.318
1976,Haryana,Kaithal,12396,2.357
1976,Haryana,Karnal,17111,2.289
1976,Haryana,Kurukshetra,11767,2.368
1976,Haryana,Mahendragarh,10411,2.221
1976,Haryana,Mewat,11638,2.453
1976,Haryana,Palwal,10993,2.27
1976,Haryana,Panchkula,6458,2.201
1976,Haryana,Panipat,13425,2.297
1976,Haryana,Rewari,11696,2.123
1976,Haryana,Rohtak,14484,2.128
1976,Haryana,Sirsa,14657,2.405
1976,Haryana,Sonipat,18679,2.189
1976,Haryana,Yamunanagar,7479,2.275
1976,Himachal Pradesh,Bilaspur,5982,1.899
1976,Himachal Pradesh,Chamba,6381,1.843
1976,Himachal Pradesh,Hamirpur,7897,2.092
1976,Himachal Pradesh,Kangra,23303,2.088
1976,Himachal Pradesh,Kinnaur,926,1.921
1976,Himachal Pradesh,Kullu,5877,1.793
1976,Himachal Pradesh,Lahaul And Spiti,413,1.989
1976,Himachal Pradesh,Mandi,11592,1.902
1976,Himachal Pradesh,Shimla,9215,1.986
1976,Himachal Pradesh,Sirmaur,4766,1.98
1976,Himachal Pradesh,Solan,5971,1.948
1976,Himachal Pradesh,Una,6715,2.139
1976,Madhya Pradesh,Agar Malwa,2193,2.315
1976,Madhya Pradesh,Alirajpur,2928,1.948
1976,Madhya Pradesh,Anuppur,7058,2.273
1976,Madhya Pradesh,Ashoknagar,7328,2.28
1976,Madhya Pradesh,Balaghat,26117,2.306
1976,Madhya Pradesh,Barwani,11096,2.012
1976,Madhya Pradesh,Betul,17952,2.173
1976,Madhya Pradesh,Bhind,16075,2.346
1976,Madhya Pradesh,Bhopal,27355,2.136
1976,Madhya Pradesh,Burhanpur,6646,2.255
1976,Madhya Pradesh,Chhatarpur,16066,2.197
1976,Madhya Pradesh,Chhindwara,24154,2.266
1976,Madhya Pradesh,Damoh,16854,2.239
1976,Madhya Pradesh,Datia,9184,2.06
1976,Madhya Pradesh,Dewas,17024,2.263
1976,Madhya Pradesh,Dhar,24831,2.181
1976,Madhya Pradesh,Dindori,4244,2.031
1976,Madhya Pradesh,Guna,7821,2.266
1976,Madhya Pradesh,Gwalior,19930,2.247
1976,Madhya Pradesh,Harda,6766,2.376
1976,Madhya Pradesh,Hoshangabad,13930,2.326
1976,Madhya Pradesh,Indore,44449,2.24
1976,Madhya Pradesh,Jabalpur,19837,1.964
1976,Madhya Pradesh,Jhabua,10024,1.809
1976,Madhya Pradesh,Katni,15483,1.873
1976,Madhya Pradesh,Khandwa,12561,2.292
1976,Madhya Pradesh,Khargone,15309,2.226
1976,Madhya Pradesh,Mandla,13667,2.094
1976,Madhya Pradesh,Mandsaur,12294,2.386
1976,Madhya Pradesh,Morena,21884,2.314
1976,Madhya Pradesh,Narsinghpur,10897,2.11
1976,Madhya Pradesh,Neemuch,8151,2.293
1976,Madhya Pradesh,Panna,8765,2.159
1976,Madhya Pradesh,Raisen,13876,2.233
1976,Madhya Pradesh,Rajgarh,15454,2.248
1976,Madhya Pradesh,Ratlam,12225,2.225
1976,Madhya Pradesh,Rewa,23535,2.397
1976,Madhya Pradesh,Sagar,25266,2.347
1976,Madhya Pradesh,Satna,18006,2.041
1976,Madhya Pradesh,Sehore,13581,2.28
1976,Madhya Pradesh,Seoni,12218,2.211
1976,Madhya Pradesh,Shahdol,10850,2.279
1976,Madhya Pradesh,Shajapur,4902,2.376
1976,Madhya Pradesh,Sheopur,5841,2.438
1976,Madhya Pradesh,Shivpuri,20831,2.268
1976,Madhya Pradesh,Sidhi,13448,2.625
1976,Madhya Pradesh,Singrauli,10355,2.554
1976,Madhya Pradesh,Tikamgarh,14684,2.301
1976,Madhya Pradesh,Ujjain,15157,2.394
1976,Madhya Pradesh,Umaria,6691,2.164
1976,Madhya Pradesh,Vidisha,13739,2.176
1976,Manipur,Bishnupur,3788,2.561
1976,Manipur,Chandel,792,2.563
1976,Manipur,Churachandpur,4866,2.681
1976,Manipur,Imphal East,6978,2.622
1976,Manipur,Imphal West,8247,2.566
1976,Manipur,Kamjong,236,2.436
1976,Manipur,Kangpokpi,2692,2.506
1976,Manipur,Noney,172,3.012
1976,Manipur,Senapati,4462,2.308
1976,Manipur,Tamenglong,1242,2.992
1976,Manipur,Tengnoupal,866,2.54
1976,Manipur,Thoubal,6051,2.573
1976,Manipur,Ukhrul,601,2.539
1976,Meghalaya,East Garo Hills,1387,2.381
1976,Meghalaya,East Jaintia Hills,1053,2.002
1976,Meghalaya,East Khasi Hills,9885,2.469
1976,Meghalaya,North Garo Hills,1808,2.532
1976,Meghalaya,Ri Bhoi,3387,2.263
1976,Meghalaya,South Garo Hills,1433,2.468
1976,Meghalaya,South West Garo Hills,1744,2.495
1976,Meghalaya,South West Khasi Hills,1182,2.6
1976,Meghalaya,West Garo Hills,5450,2.44
1976,Meghalaya,West Jaintia Hills,2334,2.146
1976,Meghalaya,West Khasi Hills,3428,2.516
1976,Mizoram,Aizawl,3995,3.601
1976,Mizoram,Champhai,1386,3.654
1976,Mizoram,Kolasib,730,3.481
1976,Mizoram,Lawngtlai,1031,2.932
1976,Mizoram,Lunglei,1213,3.39
1976,Mizoram,Mamit,1158,3.333
1976,Mizoram,Saiha,323,2.789
1976,Mizoram,Serchhip,707,3.622
1976,Nagaland,Dimapur,3166,2.744
1976,Nagaland,Kiphire,1370,2.722
1976,Nagaland,Kohima,2603,2.94
1976,Nagaland,Longleng,670,2.018
1976,Nagaland,Mokokchung,3242,3.615
1976,Nagaland,Mon,2879,1.939
1976,Nagaland,Peren,849,2.681
1976,Nagaland,Phek,1914,2.992
1976,Nagaland,Pughoboto,346,2.783
1976,Nagaland,Tuensang,2901,2.332
1976,Nagaland,Wokha,2237,2.81
1976,Nagaland,Zunheboto,1873,2.838
1976,Puducherry,Karaikal,3404,3.401
1976,Puducherry,Mahe,544,2.48
1976,Puducherry,Puducherry,18241,3.349
1976,Puducherry,Yanam,950,3.029
1976,Uttar Pradesh,Agra,60615,2.393
1976,Uttar Pradesh,Aligarh,44610,2.575
1976,Uttar Pradesh,Allahabad,87128,2.513
1976,Uttar Pradesh,Amethi,16599,2.537
1976,Uttar Pradesh,Auraiyya,21188,2.595
1976,Uttar Pradesh,Badaun,41754,2.505
1976,Uttar Pradesh,Bagpat,17822,2.421
1976,Uttar Pradesh,Banda,33894,2.628
1976,Uttar Pradesh,Barabanki,30417,2.46
1976,Uttar Pradesh,Bareilly,52146,2.413
1976,Uttar Pradesh,Bijnor,43294,2.471
1976,Uttar Pradesh,Bulandshahr,46416,2.502
1976,Uttar Pradesh,Chitrakoot,11951,2.737
1976,Uttar Pradesh,Etah,21300,2.461
1976,Uttar Pradesh,Etawah,24158,2.811
1976,Uttar Pradesh,Faizabad,1072,2.611
1976,Uttar Pradesh,Farrukhabad,24474,2.641
1976,Uttar Pradesh,Fatehpur,28199,2.387
1976,Uttar Pradesh,Firozabad,31698,2.545
1976,Uttar Pradesh,Gautam Buddh Nagar,29521,2.368
1976,Uttar Pradesh,Ghaziabad,68855,2.32
1976,Uttar Pradesh,Hamirpur,16148,2.574
1976,Uttar Pradesh,Hardoi,48044,2.415
1976,Uttar Pradesh,Hathras,31967,2.621
1976,Uttar Pradesh,Jalaun,31837,2.407
1976,Uttar Pradesh,Jhansi,27467,2.52
1976,Uttar Pradesh,Kannauj,27754,2.548
